,LOAN IDENTIFIER,ORIGINATION CHANNEL,SELLER NAME,ORIGINAL INTEREST RATE,ORIGINAL UPB,ORIGINAL LOAN TERM,ORIGINATION DATE,FIRST PAYMENT DATE,ORIGINAL LOAN-TO-VALUE (LTV),ORIGINAL COMBINED LOAN-TO-VALUE (CLTV),NUMBER OF BORROWERS,ORIGINAL DEBT TO INCOME RATIO,BORROWER CREDIT SCORE AT ORIGINATION,FIRST TIME HOME BUYER INDICATOR,LOAN PURPOSE,PROPERTY TYPE,NUMBER OF UNITS,OCCUPANCY TYPE,PROPERTY STATE,ZIP CODE SHORT,PRIMARY MORTGAGE INSURANCE PERCENT,PRODUCT TYPE,CO-BORROWER CREDIT SCORE AT ORIGINATION,MORTGAGE INSURANCE TYPE,RELOCATION MORTGAGE INDICATOR,LOAN_COUNT,VINTAGE_YEAR,VINTAGE_MONTH,LTV_BUCKET,UPB_BUCKET,FICO_BUCKET,TERM_BUCKET,INT_RT_BUCKET
227,100500948703,R,"LOANDEPOT.COM, LLC",4.25,285000,360,03/2017,05/2017,90,90,2,29,782.0,N,P,PU,1,P,CO,805,25.0,FRM,804.0,1.0,N,1,2017,3,90,250000,750.0,360,4.25
228,100507001641,R,QUICKEN LOANS INC.,4.5,64000,360,03/2017,05/2017,46,46,1,23,805.0,N,R,SF,1,P,IL,612,,FRM,,,N,1,2017,3,40,50000,800.0,360,4.5
229,100509420638,R,GUILD MORTGAGE COMPANY,3.5,133000,180,05/2017,07/2017,34,34,2,25,797.0,N,P,SF,1,P,OR,975,,FRM,801.0,,N,1,2017,5,30,100000,750.0,180,3.5
230,100514375240,R,"MOVEMENT MORTGAGE, LLC",4.125,365000,360,05/2017,07/2017,95,95,2,22,763.0,N,P,PU,1,P,OH,430,30.0,FRM,763.0,1.0,N,1,2017,5,90,350000,750.0,360,4.125
231,100516477627,C,OTHER,4.25,201000,360,03/2017,05/2017,80,80,1,26,754.0,Y,P,PU,1,P,TX,760,,FRM,,,N,1,2017,3,80,200000,750.0,360,4.25
232,100517649278,C,OTHER,4.5,106000,360,05/2017,07/2017,50,50,1,24,817.0,N,C,SF,1,P,VA,229,,FRM,,,N,1,2017,5,50,100000,800.0,360,4.5
233,100521038338,R,SUNTRUST BANK,3.375,165000,180,03/2017,05/2017,71,71,2,32,779.0,N,R,SF,1,P,IL,600,,FRM,790.0,,N,1,2017,3,70,150000,750.0,180,3.375
234,100524042045,C,PMTT4,4.125,120000,360,03/2017,05/2017,80,80,2,24,780.0,N,C,SF,1,P,TN,371,,FRM,797.0,,N,1,2017,3,80,100000,750.0,360,4.125
235,100524629355,R,"NATIONSTAR MORTGAGE, LLC",4.75,198000,360,05/2017,07/2017,63,63,1,42,693.0,N,R,SF,1,P,CA,900,,FRM,,,N,1,2017,5,60,150000,650.0,360,4.75
236,100527320237,R,OTHER,4.375,306000,360,05/2017,07/2017,74,89,2,44,755.0,N,R,SF,1,P,CA,913,,FRM,773.0,,N,1,2017,5,70,300000,750.0,360,4.375
237,100528750880,C,"WELLS FARGO BANK, N.A.",4.0,463000,360,05/2017,07/2017,75,75,1,34,784.0,N,P,PU,1,P,TN,372,,FRM,,,N,1,2017,5,70,450000,750.0,360,4.0
238,100529663627,R,OTHER,4.25,93000,360,04/2017,06/2017,95,95,1,42,687.0,N,R,SF,1,P,TX,799,30.0,FRM,,1.0,N,1,2017,4,90,50000,650.0,360,4.25
239,100534234539,C,"WELLS FARGO BANK, N.A.",4.5,327000,360,03/2017,05/2017,85,85,2,28,743.0,N,P,PU,1,P,AZ,850,12.0,FRM,709.0,1.0,N,1,2017,3,80,300000,700.0,360,4.5
240,100535010915,R,OTHER,4.375,140000,360,04/2017,06/2017,80,80,1,40,784.0,N,P,SF,1,P,PA,170,,FRM,,,N,1,2017,4,80,100000,750.0,360,4.375
241,100535649897,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.25,178000,360,04/2017,06/2017,95,95,1,37,715.0,Y,P,CO,1,P,UT,840,30.0,FRM,,1.0,N,1,2017,4,90,150000,700.0,360,4.25
242,100539364485,R,"NATIONSTAR MORTGAGE, LLC",4.375,173000,180,05/2017,07/2017,69,69,1,28,625.0,N,C,PU,1,P,TX,786,,FRM,,,N,1,2017,5,60,150000,600.0,180,4.375
243,100542548365,R,GUILD MORTGAGE COMPANY,4.625,215000,360,04/2017,06/2017,61,61,2,36,723.0,N,P,SF,1,I,CA,958,,FRM,745.0,,N,1,2017,4,60,200000,700.0,360,4.625
244,100548034126,C,DITECH FINANCIAL LLC,4.625,147000,360,04/2017,06/2017,30,30,2,43,786.0,N,P,PU,1,I,CA,921,,FRM,804.0,,N,1,2017,4,30,100000,750.0,360,4.625
245,100552471721,R,QUICKEN LOANS INC.,4.625,187000,360,03/2017,05/2017,97,97,1,35,728.0,Y,P,SF,1,P,ME,47,35.0,FRM,,1.0,N,1,2017,3,90,150000,700.0,360,4.625
246,100555944929,R,OTHER,4.125,282000,360,03/2017,05/2017,44,44,2,23,784.0,N,C,SF,1,P,CA,928,,FRM,782.0,,N,1,2017,3,40,250000,750.0,360,4.125
247,100562848857,R,OTHER,3.625,214000,360,11/2016,01/2017,80,80,1,42,756.0,N,C,SF,1,P,WA,982,,FRM,,,N,1,2016,11,80,200000,750.0,360,3.625
248,100563686166,R,OTHER,4.25,121000,360,03/2017,05/2017,55,55,1,44,748.0,N,P,PU,1,P,CA,952,,FRM,,,N,1,2017,3,50,100000,700.0,360,4.25
249,100564685128,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.625,115000,360,01/2017,03/2017,22,22,2,25,818.0,N,R,PU,1,P,CA,957,,FRM,791.0,,N,1,2017,1,20,100000,800.0,360,4.625
250,100564830441,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.375,337000,360,05/2017,07/2017,95,95,2,30,784.0,Y,P,SF,1,P,VA,201,30.0,FRM,763.0,2.0,N,1,2017,5,90,300000,750.0,360,4.375
251,100566790571,R,OTHER,4.375,173000,360,06/2017,08/2017,70,70,2,48,782.0,N,P,SF,1,P,NE,681,,FRM,786.0,,N,1,2017,6,70,150000,750.0,360,4.375
252,100567177297,R,OTHER,4.25,282000,360,04/2017,06/2017,80,80,1,19,774.0,N,R,SF,1,P,UT,840,,FRM,,,N,1,2017,4,80,250000,750.0,360,4.25
253,100567975321,R,OTHER,3.25,388000,180,04/2017,06/2017,80,80,2,49,807.0,N,P,PU,1,P,IN,460,,FRM,807.0,,N,1,2017,4,80,350000,800.0,180,3.25
254,100572169652,C,OTHER,3.75,26000,180,04/2017,06/2017,80,80,1,14,768.0,Y,P,SF,1,P,PA,157,,FRM,,,N,1,2017,4,80,0,750.0,180,3.75
255,100573694629,C,"WELLS FARGO BANK, N.A.",4.0,199000,360,05/2017,07/2017,75,75,1,44,768.0,N,P,PU,1,I,TX,787,,FRM,,,N,1,2017,5,70,150000,750.0,360,4.0
256,100574009472,B,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,4.375,227000,360,05/2017,07/2017,95,95,2,25,800.0,N,P,PU,1,P,TX,760,30.0,FRM,794.0,1.0,N,1,2017,5,90,200000,800.0,360,4.375
257,100575262292,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.5,375000,360,03/2017,05/2017,80,80,1,44,753.0,N,C,CO,1,P,CA,926,,FRM,,,N,1,2017,3,80,350000,750.0,360,4.5
258,100575339940,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.125,301000,360,03/2017,05/2017,52,52,2,12,793.0,N,R,SF,1,P,NY,108,,FRM,747.0,,N,1,2017,3,50,300000,750.0,360,4.125
259,100575498156,R,OTHER,4.5,92000,360,05/2017,07/2017,80,85,1,30,726.0,Y,P,SF,1,P,FL,323,,FRM,,,N,1,2017,5,80,50000,700.0,360,4.5
260,100576951919,R,OTHER,4.875,64000,360,04/2017,06/2017,80,80,1,43,788.0,N,P,SF,1,I,TN,381,,FRM,,,N,1,2017,4,80,50000,750.0,360,4.875
261,100578792516,R,OTHER,4.25,211000,360,03/2017,05/2017,95,95,2,44,748.0,N,P,SF,1,P,UT,847,30.0,FRM,778.0,1.0,N,1,2017,3,90,200000,700.0,360,4.25
262,100582786412,B,OTHER,5.125,112000,360,04/2017,06/2017,95,95,1,21,666.0,Y,P,CO,1,P,TN,372,30.0,FRM,,1.0,N,1,2017,4,90,100000,650.0,360,5.125
263,100582878988,R,OTHER,4.5,275000,360,03/2017,05/2017,34,58,2,27,817.0,N,C,PU,1,P,CA,920,,FRM,816.0,,N,1,2017,3,30,250000,800.0,360,4.5
264,100586677899,C,"AMERIHOME MORTGAGE COMPANY, LLC",5.125,130000,360,04/2017,06/2017,73,73,1,37,800.0,N,R,SF,1,I,UT,840,,FRM,,,N,1,2017,4,70,100000,800.0,360,5.125
265,100587091745,R,OTHER,3.375,120000,180,01/2017,04/2017,79,79,1,13,798.0,N,R,PU,1,P,AL,358,,FRM,,,N,1,2017,1,70,100000,750.0,180,3.375
266,100587440577,R,OTHER,3.05,424000,180,04/2017,06/2017,37,37,2,31,781.0,N,R,CO,1,P,CA,904,,FRM,789.0,,N,1,2017,4,30,400000,750.0,180,3.0
267,100587995384,R,"WELLS FARGO BANK, N.A.",3.75,309000,360,03/2017,05/2017,80,80,1,20,740.0,Y,P,PU,1,P,CO,805,,FRM,,,N,1,2017,3,80,300000,700.0,360,3.75
268,100589364481,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",3.5,197000,180,05/2017,08/2017,92,92,2,43,715.0,N,R,SF,1,P,PA,193,25.0,FRM,785.0,1.0,N,1,2017,5,90,150000,700.0,180,3.5
269,100593700700,C,"WELLS FARGO BANK, N.A.",4.5,176000,360,05/2017,07/2017,80,80,1,37,794.0,N,P,PU,1,P,TX,797,,FRM,,,N,1,2017,5,80,150000,750.0,360,4.5
270,100596058055,C,OTHER,4.375,163000,360,03/2017,05/2017,95,95,1,42,755.0,N,P,PU,1,P,NE,685,30.0,FRM,,1.0,N,1,2017,3,90,150000,750.0,360,4.375
271,100596996052,R,OTHER,4.125,170000,360,05/2017,07/2017,69,69,2,41,630.0,N,R,SF,1,P,KY,411,,FRM,674.0,,N,1,2017,5,60,150000,600.0,360,4.125
272,100597665867,C,OTHER,3.25,262000,180,04/2017,06/2017,80,80,1,37,771.0,N,R,PU,1,P,MI,481,,FRM,,,N,1,2017,4,80,250000,750.0,180,3.25
273,100597816480,C,SUNTRUST BANK,3.375,424000,180,02/2017,04/2017,29,61,1,17,766.0,N,R,SF,1,P,AR,722,,FRM,,,N,1,2017,2,20,400000,750.0,180,3.375
274,100599351669,R,OTHER,3.375,89000,180,03/2017,05/2017,69,69,2,41,735.0,N,P,SF,1,P,MA,13,,FRM,780.0,,N,1,2017,3,60,50000,700.0,180,3.375
275,100600437153,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.25,378000,360,03/2017,05/2017,80,80,2,45,754.0,N,P,PU,1,P,NE,681,,FRM,738.0,,N,1,2017,3,80,350000,750.0,360,4.25
276,100601388977,C,PENNYMAC CORP.,4.0,135000,360,04/2017,06/2017,53,53,2,21,794.0,N,P,SF,1,P,GA,315,,FRM,809.0,,N,1,2017,4,50,100000,750.0,360,4.0
277,100604883906,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.125,245000,360,03/2017,05/2017,76,76,1,29,805.0,N,P,CO,1,P,MI,480,,FRM,,,N,1,2017,3,70,200000,800.0,360,4.125
278,100605954047,R,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",3.5,373000,180,05/2017,07/2017,54,54,1,28,770.0,N,C,CO,1,P,MI,481,,FRM,,,N,1,2017,5,50,350000,750.0,180,3.5
279,100606627129,B,OTHER,5.25,64000,360,05/2017,07/2017,80,80,2,47,725.0,Y,P,MH,1,P,AZ,864,,FRM,672.0,,N,1,2017,5,80,50000,700.0,360,5.25
280,100610383457,R,OTHER,3.25,152000,180,06/2017,08/2017,78,78,2,44,671.0,N,R,SF,1,P,NY,131,,FRM,633.0,,N,1,2017,6,70,150000,650.0,180,3.25
281,100612022951,R,DITECH FINANCIAL LLC,4.125,212000,180,04/2017,06/2017,59,59,2,49,760.0,N,C,SF,1,P,MT,599,,FRM,744.0,,N,1,2017,4,50,200000,750.0,180,4.125
282,100618258937,R,GUILD MORTGAGE COMPANY,4.5,270000,360,04/2017,06/2017,97,97,1,45,763.0,N,P,SF,1,P,CO,802,25.0,FRM,,1.0,N,1,2017,4,90,250000,750.0,360,4.5
283,100620521793,R,OTHER,4.25,246000,360,06/2017,08/2017,80,80,1,38,793.0,Y,P,PU,1,P,VA,201,,FRM,,,N,1,2017,6,80,200000,750.0,360,4.25
284,100622815355,R,OTHER,4.375,172000,360,06/2017,08/2017,45,89,2,29,719.0,N,P,CO,1,P,TX,787,,FRM,804.0,,N,1,2017,6,40,150000,700.0,360,4.375
285,100624209234,R,OTHER,3.25,50000,120,02/2017,04/2017,50,69,1,43,750.0,N,R,SF,1,P,NM,880,,FRM,,,N,1,2017,2,50,50000,750.0,120,3.25
286,100625819557,R,OTHER,3.99,248000,360,05/2017,07/2017,60,60,1,14,748.0,N,P,CO,1,P,RI,28,,FRM,,,N,1,2017,5,60,200000,700.0,360,3.875
287,100626261595,C,OTHER,4.15,112000,360,03/2017,05/2017,80,80,2,43,722.0,N,C,SF,1,P,ND,582,,FRM,742.0,,N,1,2017,3,80,100000,700.0,360,4.125
288,100626280059,B,OTHER,5.125,136000,360,05/2017,07/2017,80,80,1,45,726.0,N,P,SF,1,I,GA,300,,FRM,,,N,1,2017,5,80,100000,700.0,360,5.125
289,100626756120,C,"WELLS FARGO BANK, N.A.",5.625,67000,360,04/2017,06/2017,75,75,1,31,625.0,N,R,CO,1,I,AZ,853,,FRM,,,N,1,2017,4,70,50000,600.0,360,5.625
290,100626789852,R,OTHER,4.25,297000,360,03/2017,05/2017,90,90,1,42,793.0,N,P,PU,1,P,FL,347,25.0,FRM,,1.0,N,1,2017,3,90,250000,750.0,360,4.25
291,100628034644,R,OTHER,5.125,331000,360,04/2017,06/2017,90,90,1,43,715.0,N,P,PU,1,S,AZ,850,25.0,FRM,,1.0,N,1,2017,4,90,300000,700.0,360,5.125
292,100629007134,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.0,447000,360,01/2017,03/2017,80,80,2,46,705.0,N,P,SF,1,P,CA,945,,FRM,692.0,,N,1,2017,1,80,400000,700.0,360,5.0
293,100629885099,R,OTHER,3.875,180000,360,05/2017,07/2017,60,60,2,40,801.0,N,P,PU,1,P,IN,471,,FRM,766.0,,N,1,2017,5,60,150000,800.0,360,3.875
294,100634580743,R,"MOVEMENT MORTGAGE, LLC",4.25,200000,360,05/2017,07/2017,80,80,2,28,808.0,N,P,PU,1,P,FL,327,,FRM,789.0,,N,1,2017,5,80,200000,800.0,360,4.25
295,100636100915,R,"WELLS FARGO BANK, N.A.",4.125,193000,360,05/2017,07/2017,97,97,1,45,759.0,Y,P,PU,1,P,ID,837,25.0,FRM,,1.0,N,1,2017,5,90,150000,750.0,360,4.125
296,100638349053,R,OTHER,3.375,130000,180,03/2017,05/2017,54,54,2,31,737.0,N,C,SF,1,P,CA,923,,FRM,682.0,,N,1,2017,3,50,100000,700.0,180,3.375
297,100640969941,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.25,240000,360,03/2017,05/2017,97,97,1,27,773.0,Y,P,PU,1,P,LA,708,35.0,FRM,,2.0,N,1,2017,3,90,200000,750.0,360,4.25
298,100643855096,R,OTHER,4.375,399000,360,04/2017,06/2017,52,52,1,42,756.0,Y,P,PU,1,P,VA,220,,FRM,,,N,1,2017,4,50,350000,750.0,360,4.375
299,100643933643,R,OTHER,4.0,85000,360,05/2017,07/2017,83,83,1,42,682.0,Y,P,CO,1,P,WI,537,12.0,FRM,,1.0,N,1,2017,5,80,50000,650.0,360,4.0
300,100644224930,R,OTHER,4.125,320000,360,06/2017,08/2017,80,80,2,25,755.0,N,R,SF,1,P,TX,757,,FRM,797.0,,N,1,2017,6,80,300000,750.0,360,4.125
301,100645717875,C,OTHER,3.25,171000,180,03/2017,05/2017,73,73,2,42,755.0,N,R,SF,1,P,TX,793,,FRM,663.0,,N,1,2017,3,70,150000,750.0,180,3.25
302,100646641633,C,"WELLS FARGO BANK, N.A.",4.75,205000,360,02/2017,04/2017,70,70,2,43,783.0,Y,P,SF,1,P,FL,330,,FRM,670.0,,N,1,2017,2,70,200000,750.0,360,4.75
303,100647839698,C,"FLAGSTAR BANK, FSB",4.25,485000,360,05/2017,07/2017,95,95,2,40,755.0,N,P,PU,1,P,CO,800,30.0,FRM,767.0,1.0,N,1,2017,5,90,450000,750.0,360,4.25
304,100650232625,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.625,226000,360,04/2017,06/2017,63,63,2,42,714.0,N,C,PU,1,P,IN,463,,FRM,791.0,,N,1,2017,4,60,200000,700.0,360,4.625
305,100651070385,R,OTHER,4.375,234000,360,03/2017,05/2017,95,95,1,27,792.0,Y,P,SF,1,P,TX,750,30.0,FRM,,1.0,N,1,2017,3,90,200000,750.0,360,4.375
306,100654776127,C,"FLAGSTAR BANK, FSB",3.49,313000,360,12/2016,02/2017,80,80,2,38,805.0,N,P,SF,1,P,OR,973,,FRM,808.0,,N,1,2016,12,80,300000,800.0,360,3.375
307,100656542723,R,OTHER,4.25,312000,360,04/2017,06/2017,80,80,2,44,681.0,N,P,SF,1,P,PR,7,,FRM,681.0,,N,1,2017,4,80,300000,650.0,360,4.25
308,100659023784,R,OTHER,3.5,97000,180,02/2017,05/2017,85,85,1,18,776.0,N,R,SF,1,P,NC,285,6.0,FRM,,1.0,N,1,2017,2,80,50000,750.0,180,3.5
309,100659871097,C,"WELLS FARGO BANK, N.A.",5.25,636000,360,03/2017,05/2017,74,74,2,39,674.0,Y,P,SF,1,P,CA,917,,FRM,647.0,,N,1,2017,3,70,600000,650.0,360,5.25
310,100661825247,R,OTHER,4.25,166000,360,03/2017,05/2017,53,53,2,13,806.0,N,P,SF,1,P,IA,527,,FRM,770.0,,N,1,2017,3,50,150000,800.0,360,4.25
311,100666739425,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.5,223000,360,05/2017,07/2017,66,66,1,45,778.0,N,C,SF,1,P,MO,640,,FRM,,,N,1,2017,5,60,200000,750.0,360,4.5
312,100674924031,C,OTHER,5.125,306000,360,04/2017,06/2017,97,97,1,45,702.0,Y,P,SF,1,P,CO,800,18.0,FRM,,1.0,N,1,2017,4,90,300000,700.0,360,5.125
313,100678349648,R,OTHER,3.5,136000,180,04/2017,06/2017,80,80,1,28,715.0,N,C,SF,1,P,PA,193,,FRM,,,N,1,2017,4,80,100000,700.0,180,3.5
314,100679241515,R,OTHER,4.0,200000,360,05/2017,07/2017,66,66,3,44,801.0,N,P,SF,1,P,GA,314,,FRM,787.0,,N,1,2017,5,60,200000,800.0,360,4.0
315,100680419142,R,"WELLS FARGO BANK, N.A.",5.0,131000,360,03/2017,05/2017,80,80,1,31,788.0,N,P,SF,1,I,GA,301,,FRM,,,N,1,2017,3,80,100000,750.0,360,5.0
316,100680614754,C,DITECH FINANCIAL LLC,4.875,369000,360,05/2017,07/2017,90,90,2,35,700.0,N,R,SF,1,P,CA,917,25.0,FRM,743.0,2.0,N,1,2017,5,90,350000,700.0,360,4.875
317,100681958998,R,OTHER,4.375,60000,360,05/2017,07/2017,49,49,1,33,734.0,N,C,CO,1,P,FL,334,,FRM,,,N,1,2017,5,40,50000,700.0,360,4.375
318,100686977988,C,"WELLS FARGO BANK, N.A.",4.25,273000,360,02/2017,04/2017,89,89,1,31,780.0,Y,P,SF,1,P,WA,986,25.0,FRM,,1.0,N,1,2017,2,80,250000,750.0,360,4.25
319,100687660759,C,"FLAGSTAR BANK, FSB",3.625,375000,180,04/2017,06/2017,52,52,2,29,803.0,N,C,SF,1,P,IL,600,,FRM,789.0,,N,1,2017,4,50,350000,800.0,180,3.625
320,100688114085,R,OTHER,4.25,360000,360,06/2017,08/2017,78,78,1,43,789.0,N,P,SF,1,P,TX,770,,FRM,,,N,1,2017,6,70,350000,750.0,360,4.25
321,100693461774,B,OTHER,4.625,146000,360,03/2017,05/2017,80,80,2,16,731.0,N,R,PU,1,P,NM,871,,FRM,714.0,,N,1,2017,3,80,100000,700.0,360,4.625
322,100695008116,R,OTHER,4.125,324000,360,05/2017,07/2017,92,92,2,28,750.0,N,P,PU,1,P,OH,430,30.0,FRM,742.0,1.0,N,1,2017,5,90,300000,750.0,360,4.125
323,100695688341,R,OTHER,3.875,109000,180,06/2017,08/2017,48,48,2,36,792.0,N,C,SF,1,P,OH,451,,FRM,801.0,,N,1,2017,6,40,100000,750.0,180,3.875
324,100695701947,R,OTHER,4.0,200000,360,06/2017,08/2017,80,80,2,31,715.0,Y,P,SF,1,P,NH,32,,FRM,715.0,,N,1,2017,6,80,200000,700.0,360,4.0
325,100698980720,R,QUICKEN LOANS INC.,4.99,289000,360,05/2017,07/2017,75,75,1,28,640.0,N,C,PU,1,P,TX,766,,FRM,,,N,1,2017,5,70,250000,600.0,360,4.875
326,100700858293,C,"WELLS FARGO BANK, N.A.",4.25,161000,360,02/2017,04/2017,94,94,2,41,791.0,Y,P,SF,1,P,IL,601,30.0,FRM,812.0,1.0,N,1,2017,2,90,150000,750.0,360,4.25
327,100702674764,R,OTHER,4.625,175000,240,03/2017,06/2017,64,64,2,43,706.0,N,C,PU,1,P,FL,330,,FRM,644.0,,N,1,2017,3,60,150000,700.0,240,4.625
328,100705211158,C,PMTT4,4.375,291000,360,03/2017,05/2017,75,75,1,45,734.0,N,C,SF,1,P,MN,551,,FRM,,,N,1,2017,3,70,250000,700.0,360,4.375
329,100710818110,R,OTHER,4.25,141000,360,06/2017,08/2017,80,80,1,33,746.0,N,R,SF,1,P,IL,612,,FRM,,,N,1,2017,6,80,100000,700.0,360,4.25
330,100710882521,C,FRANKLIN AMERICAN MORTGAGE COMPANY,3.875,62000,180,05/2017,07/2017,95,95,1,28,674.0,N,P,SF,1,P,MI,485,25.0,FRM,,1.0,N,1,2017,5,90,50000,650.0,180,3.875
331,100713339246,R,OTHER,3.875,320000,180,02/2017,04/2017,80,80,1,33,756.0,N,C,PU,1,P,NC,282,,FRM,,,N,1,2017,2,80,300000,750.0,180,3.875
332,100713777785,R,"WELLS FARGO BANK, N.A.",4.0,399000,360,04/2017,06/2017,75,75,2,19,794.0,N,P,PU,1,P,SC,297,,FRM,794.0,,N,1,2017,4,70,350000,750.0,360,4.0
333,100714909405,R,OTHER,5.125,110000,360,02/2017,04/2017,64,64,1,39,737.0,N,C,SF,2,I,TX,750,,FRM,,,N,1,2017,2,60,100000,700.0,360,5.125
334,100717747630,C,OTHER,4.625,377000,360,05/2017,07/2017,66,66,2,41,767.0,N,C,CO,1,I,CA,921,,FRM,797.0,,N,1,2017,5,60,350000,750.0,360,4.625
335,100719143167,C,PMTT4,4.375,274000,360,03/2017,05/2017,95,95,2,34,781.0,N,P,PU,1,P,NM,871,30.0,FRM,788.0,1.0,N,1,2017,3,90,250000,750.0,360,4.375
336,100719886209,C,U.S. BANK N.A.,4.0,54000,360,02/2017,04/2017,95,95,2,38,736.0,Y,P,SF,1,P,NE,686,16.0,FRM,788.0,1.0,N,1,2017,2,90,50000,700.0,360,4.0
337,100724073418,C,PENNYMAC CORP.,4.625,384000,240,05/2017,07/2017,80,80,2,42,695.0,N,C,SF,1,P,WA,980,,FRM,710.0,,N,1,2017,5,80,350000,650.0,240,4.625
338,100726170968,R,OTHER,3.9989999999999997,65000,360,05/2017,07/2017,19,19,2,18,788.0,N,P,PU,1,P,VA,224,,FRM,791.0,,N,1,2017,5,10,50000,750.0,360,3.875
339,100728081151,C,PMTT4,4.25,273000,360,04/2017,06/2017,80,80,1,24,788.0,Y,P,PU,1,P,MO,630,,FRM,,,N,1,2017,4,80,250000,750.0,360,4.25
340,100730250299,R,OTHER,3.0,262000,180,06/2017,07/2017,52,52,2,35,778.0,N,R,SF,1,P,CA,958,,FRM,803.0,,N,1,2017,6,50,250000,750.0,180,3.0
341,100730564926,C,OTHER,4.125,185000,360,01/2017,03/2017,97,97,1,41,798.0,Y,P,PU,1,P,NC,273,18.0,FRM,,1.0,N,1,2017,1,90,150000,750.0,360,4.125
342,100733913209,B,PMTT4,4.125,215000,360,04/2017,06/2017,90,90,3,34,787.0,Y,P,SF,1,P,GA,314,25.0,FRM,780.0,1.0,N,1,2017,4,90,200000,750.0,360,4.125
343,100734083141,R,OTHER,4.25,110000,360,05/2017,08/2017,23,23,1,42,686.0,N,R,SF,1,P,NH,38,,FRM,,,N,1,2017,5,20,100000,650.0,360,4.25
344,100737156173,R,OTHER,4.25,70000,360,06/2017,08/2017,80,80,2,23,803.0,N,P,SF,1,P,MI,490,,FRM,783.0,,N,1,2017,6,80,50000,800.0,360,4.25
345,100741011089,B,"FLAGSTAR BANK, FSB",4.375,216000,360,03/2017,05/2017,80,80,2,34,799.0,N,P,SF,1,P,AZ,864,,FRM,801.0,,N,1,2017,3,80,200000,750.0,360,4.375
346,100745734043,R,OTHER,3.5,213000,180,06/2017,08/2017,80,80,2,23,806.0,Y,P,SF,1,P,FL,323,,FRM,806.0,,N,1,2017,6,80,200000,800.0,180,3.5
347,100746087927,R,QUICKEN LOANS INC.,4.625,188000,360,02/2017,04/2017,70,70,1,37,647.0,N,C,SF,1,P,MI,493,,FRM,,,N,1,2017,2,70,150000,600.0,360,4.625
348,100747915000,R,OTHER,4.625,130000,360,05/2017,07/2017,95,95,1,42,699.0,Y,P,SF,1,P,TX,785,30.0,FRM,,1.0,N,1,2017,5,90,100000,650.0,360,4.625
349,100750438281,R,"LOANDEPOT.COM, LLC",4.875,338000,360,03/2017,05/2017,90,90,2,43,664.0,Y,P,SF,1,P,CA,900,25.0,FRM,640.0,1.0,N,1,2017,3,90,300000,650.0,360,4.875
350,100752887327,R,OTHER,4.625,68000,360,05/2017,07/2017,80,80,2,42,774.0,N,P,SF,1,P,IA,515,,FRM,696.0,,N,1,2017,5,80,50000,750.0,360,4.625
351,100754445294,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.75,190000,360,02/2017,04/2017,95,95,2,29,803.0,Y,P,SF,1,P,TX,778,30.0,FRM,731.0,1.0,N,1,2017,2,90,150000,800.0,360,4.75
352,100755432040,R,"WELLS FARGO BANK, N.A.",4.125,252000,360,05/2017,07/2017,80,80,2,33,811.0,N,P,SF,1,S,AZ,864,,FRM,788.0,,N,1,2017,5,80,250000,800.0,360,4.125
353,100760205455,R,OTHER,4.625,159000,360,05/2017,07/2017,73,73,1,41,635.0,Y,P,PU,1,P,TX,786,,FRM,,,N,1,2017,5,70,150000,600.0,360,4.625
354,100760960577,R,OTHER,4.0,109000,360,03/2017,05/2017,95,95,1,18,814.0,N,P,SF,1,P,VA,243,30.0,FRM,,1.0,N,1,2017,3,90,100000,800.0,360,4.0
355,100768797627,R,OTHER,4.375,94000,360,03/2017,05/2017,65,65,2,38,802.0,N,P,SF,1,P,MI,480,,FRM,,,N,1,2017,3,60,50000,800.0,360,4.375
356,100771156193,C,"WELLS FARGO BANK, N.A.",4.125,219000,360,02/2017,04/2017,90,90,1,22,756.0,Y,P,CO,1,P,GA,303,25.0,FRM,,1.0,N,1,2017,2,90,200000,750.0,360,4.125
357,100774111284,C,OTHER,3.5,199000,180,05/2017,07/2017,84,84,2,43,792.0,N,R,PU,1,P,MO,630,6.0,FRM,780.0,1.0,N,1,2017,5,80,150000,750.0,180,3.5
