,LOAN IDENTIFIER,ORIGINATION CHANNEL,SELLER NAME,ORIGINAL INTEREST RATE,ORIGINAL UPB,ORIGINAL LOAN TERM,ORIGINATION DATE,FIRST PAYMENT DATE,ORIGINAL LOAN-TO-VALUE (LTV),ORIGINAL COMBINED LOAN-TO-VALUE (CLTV),NUMBER OF BORROWERS,ORIGINAL DEBT TO INCOME RATIO,BORROWER CREDIT SCORE AT ORIGINATION,FIRST TIME HOME BUYER INDICATOR,LOAN PURPOSE,PROPERTY TYPE,NUMBER OF UNITS,OCCUPANCY TYPE,PROPERTY STATE,ZIP CODE SHORT,PRIMARY MORTGAGE INSURANCE PERCENT,PRODUCT TYPE,CO-BORROWER CREDIT SCORE AT ORIGINATION,MORTGAGE INSURANCE TYPE,RELOCATION MORTGAGE INDICATOR,LOAN_COUNT,VINTAGE_YEAR,VINTAGE_MONTH,LTV_BUCKET,UPB_BUCKET,FICO_BUCKET,TERM_BUCKET,INT_RT_BUCKET
98,100240302368,R,SUNTRUST BANK,4.2,189000,360,02/2017,04/2017,80,80,2,26,726.0,N,R,SF,1,P,NC,287,,FRM,688.0,,N,1,2017,2,80,150000,700.0,360,4.125
99,100241581629,C,U.S. BANK N.A.,4.75,202000,360,02/2017,04/2017,94,104,2,32,736.0,Y,P,PU,1,P,AZ,853,16.0,FRM,704.0,1.0,N,1,2017,2,90,200000,700.0,360,4.75
100,100242658484,R,OTHER,3.875,94000,360,02/2017,04/2017,63,63,1,45,737.0,N,R,SF,1,P,FL,327,,FRM,,,N,1,2017,2,60,50000,700.0,360,3.875
101,100242872587,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",2.875,189000,180,11/2016,01/2017,64,64,2,27,762.0,N,R,SF,1,P,TX,750,,FRM,750.0,,N,1,2016,11,60,150000,750.0,180,2.875
102,100244852426,R,OTHER,4.5,318000,360,04/2017,06/2017,77,77,2,45,716.0,N,C,SF,1,P,CA,902,,FRM,700.0,,N,1,2017,4,70,300000,700.0,360,4.5
103,100249754397,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.125,200000,360,03/2017,05/2017,95,95,1,45,692.0,Y,P,PU,1,P,FL,333,25.0,FRM,,2.0,N,1,2017,3,90,200000,650.0,360,4.125
104,100254557491,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",3.25,212000,180,05/2017,07/2017,33,33,1,41,804.0,N,R,CO,1,P,CA,951,,FRM,,,N,1,2017,5,30,200000,800.0,180,3.25
105,100255847765,C,U.S. BANK N.A.,5.375,171000,360,03/2017,05/2017,95,95,1,40,682.0,Y,P,PU,1,P,AZ,851,16.0,FRM,,1.0,N,1,2017,3,90,150000,650.0,360,5.375
106,100261567823,R,"CITIMORTGAGE, INC.",4.0,255000,360,03/2017,05/2017,80,80,1,35,766.0,N,C,PU,1,P,IL,604,,FRM,,,N,1,2017,3,80,250000,750.0,360,4.0
107,100262807145,C,"FLAGSTAR BANK, FSB",4.75,630000,240,03/2017,05/2017,60,60,1,28,772.0,N,C,SF,1,S,NY,119,,FRM,,,N,1,2017,3,60,600000,750.0,240,4.75
108,100262986877,R,OTHER,4.875,276000,360,05/2017,07/2017,85,85,1,45,688.0,N,P,SF,1,P,CO,809,12.0,FRM,,2.0,N,1,2017,5,80,250000,650.0,360,4.875
109,100264145982,C,OTHER,5.125,229000,360,04/2017,06/2017,97,101,1,45,738.0,Y,P,SF,1,P,WA,983,18.0,FRM,,1.0,N,1,2017,4,90,200000,700.0,360,5.125
110,100265556003,R,OTHER,4.375,396000,360,06/2017,08/2017,80,90,2,26,746.0,N,P,SF,1,P,PA,189,,FRM,770.0,,N,1,2017,6,80,350000,700.0,360,4.375
111,100269120327,R,OTHER,4.25,236000,360,05/2017,07/2017,90,90,2,44,773.0,N,P,SF,1,P,MI,490,25.0,FRM,719.0,1.0,N,1,2017,5,90,200000,750.0,360,4.25
112,100269543985,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.625,100000,360,03/2017,05/2017,45,45,2,48,772.0,N,P,PU,1,P,AZ,851,,FRM,772.0,,N,1,2017,3,40,100000,750.0,360,4.625
113,100276204219,B,"CALIBER HOME LOANS, INC.",4.75,238000,360,05/2017,07/2017,75,75,1,18,751.0,N,C,SF,1,I,TX,787,,FRM,,,N,1,2017,5,70,200000,750.0,360,4.75
114,100276655521,R,OTHER,3.25,185000,120,03/2017,05/2017,31,31,1,33,696.0,N,P,PU,1,P,VA,224,,FRM,,,N,1,2017,3,30,150000,650.0,120,3.25
115,100287510542,R,OTHER,3.75,130000,120,06/2017,08/2017,24,24,2,42,730.0,N,C,SF,1,P,FL,331,,FRM,717.0,,N,1,2017,6,20,100000,700.0,120,3.75
116,100288351961,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.375,182000,360,02/2017,04/2017,95,95,1,45,730.0,Y,P,PU,1,P,TN,370,30.0,FRM,,1.0,N,1,2017,2,90,150000,700.0,360,4.375
117,100288769320,R,QUICKEN LOANS INC.,4.375,119000,180,05/2017,07/2017,75,75,1,34,742.0,N,R,CO,1,I,MI,481,,FRM,,,N,1,2017,5,70,100000,700.0,180,4.375
118,100289048341,R,OTHER,4.875,259000,360,05/2017,07/2017,75,75,1,44,724.0,N,P,PU,1,I,TX,750,,FRM,,,N,1,2017,5,70,250000,700.0,360,4.875
119,100289693285,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.75,225000,360,05/2017,07/2017,67,67,1,38,661.0,N,R,SF,1,P,WV,255,,FRM,,,N,1,2017,5,60,200000,650.0,360,4.75
120,100292705482,R,"LOANDEPOT.COM, LLC",4.0,201000,240,04/2017,06/2017,80,80,2,34,808.0,Y,P,PU,1,P,FL,320,,FRM,790.0,,N,1,2017,4,80,200000,800.0,240,4.0
121,100295269919,R,OTHER,4.375,104000,180,05/2017,07/2017,64,64,2,33,646.0,N,C,SF,1,P,TX,756,,FRM,636.0,,N,1,2017,5,60,100000,600.0,180,4.375
122,100295360634,R,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,4.25,598000,360,05/2017,07/2017,77,77,2,25,793.0,N,P,SF,1,P,MA,20,,FRM,795.0,,N,1,2017,5,70,550000,750.0,360,4.25
123,100296053648,C,"NATIONSTAR MORTGAGE, LLC",4.25,424000,360,05/2017,07/2017,93,93,1,33,815.0,N,P,PU,1,P,IL,604,30.0,FRM,,1.0,N,1,2017,5,90,400000,800.0,360,4.25
124,100297481330,R,OTHER,3.75,255000,180,04/2017,07/2017,73,73,2,42,730.0,N,C,SF,1,P,CA,958,,FRM,724.0,,N,1,2017,4,70,250000,700.0,180,3.75
125,100300471136,R,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,4.375,138000,360,05/2017,07/2017,95,95,1,29,767.0,Y,P,SF,1,P,UT,840,30.0,FRM,,2.0,N,1,2017,5,90,100000,750.0,360,4.375
126,100300645891,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.375,72000,180,03/2017,05/2017,80,80,1,46,721.0,N,R,SF,1,P,VA,243,,FRM,,,N,1,2017,3,80,50000,700.0,180,4.375
127,100303127107,R,OTHER,4.125,148000,360,03/2017,05/2017,80,80,2,34,770.0,Y,P,SF,1,P,TX,782,,FRM,800.0,,N,1,2017,3,80,100000,750.0,360,4.125
128,100304833098,R,OTHER,4.5,155000,360,04/2017,06/2017,75,75,1,19,762.0,N,P,SF,1,I,NC,282,,FRM,,,N,1,2017,4,70,150000,750.0,360,4.5
129,100304920553,B,OTHER,3.75,128000,180,02/2017,04/2017,54,54,2,49,801.0,N,P,PU,1,I,GA,300,,FRM,795.0,,N,1,2017,2,50,100000,800.0,180,3.75
130,100305651245,C,"FLAGSTAR BANK, FSB",3.375,170000,180,05/2017,07/2017,90,90,1,22,734.0,N,P,SF,1,S,ID,838,12.0,FRM,,1.0,N,1,2017,5,90,150000,700.0,180,3.375
131,100308015315,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.125,205000,360,03/2017,05/2017,68,68,2,39,814.0,N,P,SF,1,P,OH,435,,FRM,798.0,,N,1,2017,3,60,200000,800.0,360,4.125
132,100309433627,R,OTHER,4.375,201000,360,05/2017,07/2017,90,90,3,39,791.0,Y,P,SF,1,P,KY,403,25.0,FRM,792.0,2.0,N,1,2017,5,90,200000,750.0,360,4.375
133,100313958307,R,OTHER,4.25,158000,360,12/2016,02/2017,52,52,2,29,730.0,N,C,SF,1,P,NH,38,,FRM,698.0,,N,1,2016,12,50,150000,700.0,360,4.25
134,100315017852,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",3.375,124000,120,04/2017,06/2017,64,64,1,15,792.0,N,R,SF,1,P,MI,483,,FRM,,,N,1,2017,4,60,100000,750.0,120,3.375
135,100317708984,R,OTHER,3.25,160000,180,06/2017,08/2017,69,69,1,31,801.0,N,R,PU,1,P,OH,430,,FRM,,,N,1,2017,6,60,150000,800.0,180,3.25
136,100318666983,R,"LOANDEPOT.COM, LLC",4.375,200000,360,04/2017,06/2017,40,40,1,34,814.0,N,C,SF,1,P,OR,975,,FRM,,,N,1,2017,4,40,200000,800.0,360,4.375
137,100320026800,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.25,316000,360,04/2017,06/2017,80,80,1,40,766.0,N,P,PU,1,P,CO,806,,FRM,,,N,1,2017,4,80,300000,750.0,360,4.25
138,100321125997,R,OTHER,3.875,196000,360,04/2017,06/2017,72,72,2,41,793.0,N,C,PU,1,P,FL,327,,FRM,815.0,,N,1,2017,4,70,150000,750.0,360,3.875
139,100323544768,C,OTHER,4.25,420000,360,04/2017,06/2017,80,80,2,45,806.0,N,R,SF,1,P,NE,681,,FRM,789.0,,N,1,2017,4,80,400000,800.0,360,4.25
140,100325845221,R,OTHER,4.75,306000,360,06/2017,08/2017,97,97,2,33,746.0,Y,P,PU,1,P,NC,275,35.0,FRM,704.0,1.0,N,1,2017,6,90,300000,700.0,360,4.75
141,100326458150,C,"FLAGSTAR BANK, FSB",4.0,154000,180,04/2017,06/2017,61,61,2,32,813.0,N,R,SF,1,P,WA,983,,FRM,817.0,,N,1,2017,4,60,150000,800.0,180,4.0
142,100327094652,C,SUNTRUST BANK,4.125,184000,360,02/2017,04/2017,80,80,2,40,706.0,N,P,SF,1,P,TX,797,,FRM,706.0,,N,1,2017,2,80,150000,700.0,360,4.125
143,100329020852,R,QUICKEN LOANS INC.,3.99,222000,180,02/2017,04/2017,95,95,2,41,775.0,N,R,SF,1,P,NY,119,25.0,FRM,759.0,2.0,N,1,2017,2,90,200000,750.0,180,3.875
144,100329066203,R,OTHER,4.375,183000,360,05/2017,07/2017,78,78,1,45,797.0,N,C,SF,1,P,MA,10,,FRM,,,N,1,2017,5,70,150000,750.0,360,4.375
145,100332652056,R,OTHER,3.375,154000,180,06/2017,08/2017,64,64,1,31,763.0,N,P,PU,1,P,MI,495,,FRM,,,N,1,2017,6,60,150000,750.0,180,3.375
146,100337975477,R,"WELLS FARGO BANK, N.A.",4.0,80000,180,04/2017,07/2017,46,46,1,39,752.0,N,C,CO,1,P,SD,571,,FRM,,,N,1,2017,4,40,50000,750.0,180,4.0
147,100340035338,C,OTHER,3.875,139000,360,03/2017,05/2017,97,103,1,45,722.0,Y,P,SF,1,P,WA,992,18.0,FRM,,1.0,N,1,2017,3,90,100000,700.0,360,3.875
148,100340192861,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.375,105000,360,05/2017,07/2017,95,95,2,47,791.0,N,P,SF,1,P,TX,784,30.0,FRM,798.0,1.0,N,1,2017,5,90,100000,750.0,360,4.375
149,100341076084,R,OTHER,3.375,90000,180,03/2017,05/2017,16,16,2,31,719.0,N,C,PU,1,P,AZ,852,,FRM,768.0,,N,1,2017,3,10,50000,700.0,180,3.375
150,100345045953,C,OTHER,4.0,151000,360,05/2017,07/2017,82,104,1,41,702.0,Y,P,SF,1,P,ID,838,6.0,FRM,,1.0,N,1,2017,5,80,150000,700.0,360,4.0
151,100345531672,R,OTHER,4.375,218000,360,04/2017,06/2017,72,72,2,37,694.0,N,R,SF,1,P,FL,337,,FRM,766.0,,N,1,2017,4,70,200000,650.0,360,4.375
152,100345565244,C,OTHER,4.25,208000,360,03/2017,05/2017,87,87,2,34,801.0,N,R,SF,1,P,MS,388,25.0,FRM,760.0,1.0,N,1,2017,3,80,200000,800.0,360,4.25
153,100348373608,R,"WELLS FARGO BANK, N.A.",4.5,190000,360,04/2017,06/2017,97,97,1,38,758.0,N,P,SF,1,P,MI,492,25.0,FRM,,2.0,N,1,2017,4,90,150000,750.0,360,4.5
154,100348954434,R,OTHER,4.125,89000,360,04/2017,06/2017,97,105,2,29,726.0,Y,P,SF,1,P,NY,142,25.0,FRM,741.0,1.0,N,1,2017,4,90,50000,700.0,360,4.125
155,100349941336,R,"NATIONSTAR MORTGAGE, LLC",5.0,93000,360,04/2017,06/2017,42,42,2,45,696.0,N,C,PU,1,P,TX,774,,FRM,691.0,,N,1,2017,4,40,50000,650.0,360,5.0
156,100353712705,R,OTHER,4.875,30000,360,05/2017,07/2017,60,60,2,30,802.0,N,P,SF,1,I,GA,313,,FRM,793.0,,N,1,2017,5,60,0,800.0,360,4.875
157,100359773688,R,GUILD MORTGAGE COMPANY,4.375,240000,360,04/2017,06/2017,90,90,2,31,782.0,N,P,PU,1,P,GA,300,25.0,FRM,797.0,1.0,N,1,2017,4,90,200000,750.0,360,4.375
158,100362770051,R,OTHER,3.25,178000,180,04/2017,06/2017,79,79,2,27,784.0,N,P,SF,1,P,NJ,80,,FRM,786.0,,N,1,2017,4,70,150000,750.0,180,3.25
159,100364862649,C,"WELLS FARGO BANK, N.A.",4.0,322000,360,02/2017,04/2017,80,80,2,23,813.0,N,P,PU,1,P,TX,786,,FRM,812.0,,N,1,2017,2,80,300000,800.0,360,4.0
160,100369789351,B,OTHER,3.5,348000,180,05/2017,07/2017,80,80,1,26,664.0,N,P,SF,1,P,NC,277,,FRM,,,N,1,2017,5,80,300000,650.0,180,3.5
161,100372898789,R,OTHER,4.25,123000,360,03/2017,05/2017,80,80,2,22,778.0,N,P,SF,1,P,NC,282,,FRM,765.0,,N,1,2017,3,80,100000,750.0,360,4.25
162,100374283502,R,OTHER,3.375,288000,180,06/2017,08/2017,80,80,1,19,784.0,N,P,SF,1,P,SC,294,,FRM,,,N,1,2017,6,80,250000,750.0,180,3.375
163,100375012122,R,OTHER,4.5,214000,360,04/2017,06/2017,80,80,2,42,731.0,N,P,SF,1,P,PR,7,,FRM,725.0,,N,1,2017,4,80,200000,700.0,360,4.5
164,100378132158,B,FRANKLIN AMERICAN MORTGAGE COMPANY,3.75,70000,120,03/2017,05/2017,29,29,1,20,802.0,N,R,SF,1,P,GA,300,,FRM,,,N,1,2017,3,20,50000,800.0,120,3.75
165,100379365605,R,"LOANDEPOT.COM, LLC",3.875,280000,360,05/2017,07/2017,55,55,2,29,788.0,Y,P,SF,1,P,OR,977,,FRM,782.0,,N,1,2017,5,50,250000,750.0,360,3.875
166,100388060594,R,"CITIMORTGAGE, INC.",3.5,85000,180,05/2017,07/2017,60,60,1,28,665.0,N,R,SF,1,P,NC,278,,FRM,,,N,1,2017,5,60,50000,650.0,180,3.5
167,100389315438,R,OTHER,4.5,170000,360,04/2017,06/2017,97,97,1,42,757.0,Y,P,SF,1,P,OR,975,25.0,FRM,,1.0,N,1,2017,4,90,150000,750.0,360,4.5
168,100391761220,C,U.S. BANK N.A.,5.0,88000,360,03/2017,05/2017,90,105,1,33,708.0,Y,P,PU,1,P,FL,328,12.0,FRM,,1.0,N,1,2017,3,90,50000,700.0,360,5.0
169,100393613198,C,PENNYMAC CORP.,4.5,332000,360,03/2017,05/2017,80,80,2,42,728.0,N,C,SF,1,P,TX,761,,FRM,738.0,,N,1,2017,3,80,300000,700.0,360,4.5
170,100393679181,R,OTHER,3.75,118000,180,05/2017,07/2017,37,37,1,26,750.0,N,R,SF,1,P,TX,761,,FRM,,,N,1,2017,5,30,100000,750.0,180,3.75
171,100395416878,R,SUNTRUST BANK,3.99,143000,360,05/2017,07/2017,95,95,1,40,738.0,Y,P,SF,1,P,FL,323,30.0,FRM,,1.0,N,1,2017,5,90,100000,700.0,360,3.875
172,100401281422,R,SUNTRUST BANK,3.99,401000,360,03/2017,05/2017,90,90,1,43,719.0,Y,P,PU,1,P,GA,303,25.0,FRM,,1.0,N,1,2017,3,90,400000,700.0,360,3.875
173,100401342277,R,QUICKEN LOANS INC.,3.875,62000,180,05/2017,07/2017,35,35,1,23,796.0,N,C,SF,1,P,MO,650,,FRM,,,N,1,2017,5,30,50000,750.0,180,3.875
174,100404796587,R,"WELLS FARGO BANK, N.A.",5.375,113000,360,04/2017,06/2017,73,73,2,38,775.0,N,C,PU,1,I,MN,551,,FRM,794.0,,N,1,2017,4,70,100000,750.0,360,5.375
175,100406170497,C,"WELLS FARGO BANK, N.A.",4.0,125000,360,05/2017,07/2017,95,95,1,42,737.0,Y,P,SF,1,P,IA,503,25.0,FRM,,1.0,N,1,2017,5,90,100000,700.0,360,4.0
176,100407423688,R,"WELLS FARGO BANK, N.A.",4.125,361000,360,04/2017,06/2017,80,80,2,29,796.0,N,P,SF,1,P,WI,535,,FRM,786.0,,N,1,2017,4,80,350000,750.0,360,4.125
177,100413368573,R,OTHER,4.25,424000,360,04/2017,06/2017,88,88,2,44,700.0,N,P,PU,1,P,TX,750,25.0,FRM,758.0,1.0,N,1,2017,4,80,400000,700.0,360,4.25
178,100414230950,R,OTHER,3.375,172000,180,04/2017,06/2017,80,80,1,26,807.0,Y,P,SF,1,P,WI,546,,FRM,,,N,1,2017,4,80,150000,800.0,180,3.375
179,100414641304,C,OTHER,3.5,262000,180,01/2017,03/2017,80,80,1,24,803.0,N,C,SF,1,P,IL,600,,FRM,,,N,1,2017,1,80,250000,800.0,180,3.5
180,100418860408,R,"MOVEMENT MORTGAGE, LLC",4.125,164000,360,05/2017,07/2017,80,80,2,23,767.0,N,P,SF,1,P,TN,373,,FRM,791.0,,N,1,2017,5,80,150000,750.0,360,4.125
181,100420250184,C,QUICKEN LOANS INC.,4.99,256000,360,05/2017,07/2017,80,80,2,37,624.0,N,C,SF,1,P,SC,294,,FRM,654.0,,N,1,2017,5,80,250000,600.0,360,4.875
182,100424220657,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.125,65000,180,02/2017,04/2017,54,54,2,12,782.0,N,P,PU,1,I,AZ,857,,FRM,805.0,,N,1,2017,2,50,50000,750.0,180,4.125
183,100425273935,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.125,320000,360,05/2017,07/2017,83,83,1,28,774.0,N,R,PU,1,P,CA,925,12.0,FRM,,2.0,N,1,2017,5,80,300000,750.0,360,4.125
184,100428389120,R,"MOVEMENT MORTGAGE, LLC",4.375,57000,360,05/2017,07/2017,80,80,1,41,800.0,Y,P,SF,1,P,MO,644,,FRM,,,N,1,2017,5,80,50000,800.0,360,4.375
185,100429964370,B,"CALIBER HOME LOANS, INC.",4.75,90000,360,05/2017,07/2017,80,80,1,33,746.0,Y,P,CO,1,P,MI,483,,FRM,,,N,1,2017,5,80,50000,700.0,360,4.75
186,100430046105,B,OTHER,3.25,424000,180,04/2017,06/2017,65,65,1,35,675.0,Y,P,PU,1,P,GA,300,,FRM,,,N,1,2017,4,60,400000,650.0,180,3.25
187,100430287981,C,U.S. BANK N.A.,5.0,157000,360,03/2017,05/2017,95,105,1,33,655.0,Y,P,SF,1,P,FL,338,16.0,FRM,,1.0,N,1,2017,3,90,150000,650.0,360,5.0
188,100430542164,R,OTHER,4.5,84000,180,05/2017,07/2017,56,56,2,36,679.0,N,C,SF,1,P,FL,346,,FRM,690.0,,N,1,2017,5,50,50000,650.0,180,4.5
189,100431376922,C,"WELLS FARGO BANK, N.A.",4.75,208000,360,05/2017,07/2017,67,67,1,36,694.0,N,C,SF,1,P,CO,802,,FRM,,,N,1,2017,5,60,200000,650.0,360,4.75
190,100433315274,C,OTHER,3.5,132000,180,04/2017,06/2017,66,66,1,41,662.0,N,R,SF,1,P,IL,608,,FRM,,,N,1,2017,4,60,100000,650.0,180,3.5
191,100433500188,R,"WELLS FARGO BANK, N.A.",4.0,389000,360,03/2017,05/2017,75,75,1,48,809.0,N,P,CO,1,P,CA,902,,FRM,,,N,1,2017,3,70,350000,800.0,360,4.0
192,100433577519,B,OTHER,4.5,276000,360,04/2017,06/2017,80,80,2,43,740.0,N,C,CO,1,P,CA,917,,FRM,731.0,,N,1,2017,4,80,250000,700.0,360,4.5
193,100434365331,R,OTHER,3.375,385000,180,05/2017,07/2017,95,95,1,36,733.0,Y,P,PU,1,P,TX,750,25.0,FRM,,1.0,N,1,2017,5,90,350000,700.0,180,3.375
194,100434632417,R,OTHER,4.5,65000,240,04/2017,06/2017,49,49,1,32,661.0,N,C,MH,1,P,VA,245,,FRM,,,N,1,2017,4,40,50000,650.0,240,4.5
195,100437088098,R,OTHER,4.0,206000,360,06/2017,08/2017,45,45,2,27,785.0,N,P,SF,1,P,MN,564,,FRM,805.0,,N,1,2017,6,40,200000,750.0,360,4.0
196,100437728329,R,OTHER,4.375,316000,360,05/2017,07/2017,80,80,2,22,767.0,N,C,SF,1,P,VA,240,,FRM,770.0,,N,1,2017,5,80,300000,750.0,360,4.375
197,100437838149,R,"MOVEMENT MORTGAGE, LLC",4.125,162000,360,05/2017,07/2017,77,77,1,31,768.0,Y,P,PU,1,P,GA,301,,FRM,,,N,1,2017,5,70,150000,750.0,360,4.125
198,100438079827,C,PMTT4,4.375,620000,360,03/2017,05/2017,80,80,1,41,734.0,Y,P,SF,1,P,CA,945,,FRM,,,N,1,2017,3,80,600000,700.0,360,4.375
199,100446163356,R,OTHER,4.75,173000,360,04/2017,06/2017,75,75,1,36,727.0,N,C,SF,1,P,VA,243,,FRM,,,N,1,2017,4,70,150000,700.0,360,4.75
200,100447215936,C,OTHER,4.25,202000,360,05/2017,07/2017,80,80,2,33,771.0,Y,P,PU,1,P,MI,494,,FRM,746.0,,N,1,2017,5,80,200000,750.0,360,4.25
201,100448646059,C,U.S. BANK N.A.,5.0,192000,360,03/2017,05/2017,97,105,1,38,706.0,Y,P,SF,1,P,FL,335,18.0,FRM,,1.0,N,1,2017,3,90,150000,700.0,360,5.0
202,100450985428,R,QUICKEN LOANS INC.,4.99,100000,360,04/2017,06/2017,63,63,1,25,738.0,N,C,SF,1,P,TX,775,,FRM,,,N,1,2017,4,60,100000,700.0,360,4.875
203,100451185241,C,PENNYMAC CORP.,3.625,424000,180,03/2017,05/2017,68,68,2,40,782.0,N,P,PU,1,P,AZ,857,,FRM,747.0,,N,1,2017,3,60,400000,750.0,180,3.625
204,100452889137,R,SUNTRUST BANK,3.99,180000,360,05/2017,07/2017,80,80,2,27,742.0,N,P,PU,1,P,FL,349,,FRM,796.0,,N,1,2017,5,80,150000,700.0,360,3.875
205,100452900383,R,OTHER,3.5,100000,120,05/2017,07/2017,47,47,1,39,780.0,N,C,SF,1,P,NC,287,,FRM,,,N,1,2017,5,40,100000,750.0,120,3.5
206,100455765915,R,OTHER,4.75,340000,360,05/2017,07/2017,85,85,1,37,692.0,N,P,SF,1,P,NY,120,12.0,FRM,,1.0,N,1,2017,5,80,300000,650.0,360,4.75
207,100457698916,C,"WELLS FARGO BANK, N.A.",3.875,300000,360,04/2017,06/2017,80,80,2,48,787.0,N,P,SF,1,P,MN,554,,FRM,793.0,,N,1,2017,4,80,300000,750.0,360,3.875
208,100463524978,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.0,276000,180,04/2017,06/2017,80,80,1,32,803.0,N,P,PU,1,P,TX,774,,FRM,,,Y,1,2017,4,80,250000,800.0,180,3.0
209,100465982131,R,OTHER,4.375,202000,360,04/2017,06/2017,95,95,2,23,787.0,Y,P,PU,1,P,NC,276,30.0,FRM,768.0,1.0,N,1,2017,4,90,200000,750.0,360,4.375
210,100467577443,B,OTHER,3.25,275000,180,06/2017,08/2017,50,50,2,25,802.0,N,P,SF,1,P,IL,606,,FRM,808.0,,N,1,2017,6,50,250000,800.0,180,3.25
211,100467806674,R,OTHER,4.25,100000,240,04/2017,06/2017,80,80,2,20,679.0,N,R,MH,1,P,TX,751,,FRM,671.0,,N,1,2017,4,80,100000,650.0,240,4.25
212,100469140901,R,OTHER,4.625,290000,360,05/2017,07/2017,75,75,2,33,738.0,N,R,SF,1,P,CA,921,,FRM,653.0,,N,1,2017,5,70,250000,700.0,360,4.625
213,100472474714,R,QUICKEN LOANS INC.,5.125,144000,360,03/2017,05/2017,80,80,1,21,692.0,N,C,PU,1,P,TX,782,,FRM,,,N,1,2017,3,80,100000,650.0,360,5.125
214,100476434031,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.375,275000,360,02/2017,04/2017,29,29,2,50,809.0,N,C,SF,1,P,CA,949,,FRM,823.0,,N,1,2017,2,20,250000,800.0,360,4.375
215,100483362277,R,QUICKEN LOANS INC.,4.875,151000,360,03/2017,04/2017,57,57,1,26,643.0,N,C,SF,2,I,LA,701,,FRM,,,N,1,2017,3,50,150000,600.0,360,4.875
216,100487527595,C,"WELLS FARGO BANK, N.A.",4.25,228000,360,04/2017,06/2017,54,54,1,40,687.0,N,P,PU,1,P,CO,801,,FRM,,,N,1,2017,4,50,200000,650.0,360,4.25
217,100487752638,R,OTHER,4.375,287000,360,04/2017,06/2017,80,80,1,46,748.0,N,P,PU,1,P,TX,787,,FRM,,,N,1,2017,4,80,250000,700.0,360,4.375
218,100489615282,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.125,290000,360,05/2017,07/2017,80,80,2,44,756.0,Y,P,PU,1,P,FL,333,,FRM,754.0,,N,1,2017,5,80,250000,750.0,360,4.125
219,100490710808,C,PMTT4,4.25,265000,360,03/2017,05/2017,92,92,1,39,761.0,N,P,SF,1,P,UT,840,30.0,FRM,,1.0,N,1,2017,3,90,250000,750.0,360,4.25
220,100491326483,C,"WELLS FARGO BANK, N.A.",4.25,320000,360,05/2017,07/2017,75,75,2,48,754.0,Y,P,SF,1,P,UT,840,,FRM,765.0,,N,1,2017,5,70,300000,750.0,360,4.25
221,100493888935,R,QUICKEN LOANS INC.,4.56,189000,360,05/2017,07/2017,88,88,2,45,792.0,N,R,CO,1,S,CA,922,25.0,FRM,735.0,1.0,N,1,2017,5,80,150000,750.0,360,4.5
222,100495661487,R,OTHER,4.5,144000,360,04/2017,06/2017,80,80,2,19,799.0,N,P,CO,1,S,SC,295,,FRM,777.0,,N,1,2017,4,80,100000,750.0,360,4.5
223,100496508236,C,"WELLS FARGO BANK, N.A.",4.25,275000,360,05/2017,07/2017,79,79,2,34,720.0,N,R,SF,1,P,CA,960,,FRM,737.0,,N,1,2017,5,70,250000,700.0,360,4.25
224,100497130680,C,"FLAGSTAR BANK, FSB",3.99,424000,360,03/2017,05/2017,69,69,1,48,816.0,N,P,CO,1,P,CO,802,,FRM,,,N,1,2017,3,60,400000,800.0,360,3.875
225,100497642927,R,SUNTRUST BANK,4.25,116000,360,03/2017,05/2017,95,95,1,45,735.0,N,P,CO,1,P,TX,770,30.0,FRM,,1.0,N,1,2017,3,90,100000,700.0,360,4.25
226,100500470530,C,"CITIMORTGAGE, INC.",4.5,151000,240,02/2017,04/2017,75,75,1,43,691.0,N,C,PU,1,P,CO,800,,FRM,,,N,1,2017,2,70,150000,650.0,240,4.5
