0,780.0
1,757.0
2,723.0
3,738.0
4,758.0
5,735.0
6,751.0
7,724.0
8,766.0
9,678.0
10,755.0
11,811.0
12,670.0
13,736.0
14,661.0
15,797.0
16,718.0
17,763.0
18,754.0
19,710.0
20,685.0
21,724.0
22,751.0
23,758.0
24,756.0
25,789.0
26,712.0
27,720.0
28,811.0
29,709.0
30,734.0
31,765.0
32,815.0
33,660.0
34,812.0
35,688.0
36,702.0
37,704.0
38,778.0
39,698.0
40,791.0
41,709.0
42,759.0
43,768.0
44,740.0
45,717.0
46,790.0
47,791.0
48,739.0
49,712.0
50,693.0
51,727.0
52,641.0
53,646.0
54,738.0
55,752.0
56,770.0
57,785.0
58,753.0
59,807.0
60,684.0
61,811.0
62,761.0
63,783.0
64,800.0
65,686.0
66,738.0
67,816.0
68,674.0
69,767.0
70,717.0
71,788.0
72,720.0
73,779.0
74,777.0
75,769.0
76,806.0
77,707.0
78,811.0
79,744.0
80,762.0
81,818.0
82,665.0
83,757.0
84,777.0
85,681.0
86,795.0
87,754.0
88,692.0
89,778.0
90,782.0
91,753.0
92,638.0
93,774.0
94,808.0
95,768.0
96,728.0
97,630.0
98,726.0
99,736.0
100,737.0
101,762.0
102,716.0
103,692.0
104,804.0
105,682.0
106,766.0
107,772.0
108,688.0
109,738.0
110,746.0
111,773.0
112,772.0
113,751.0
114,696.0
115,730.0
116,730.0
117,742.0
118,724.0
119,661.0
120,808.0
121,646.0
122,793.0
123,815.0
124,730.0
125,767.0
126,721.0
127,770.0
128,762.0
129,801.0
130,734.0
131,814.0
132,791.0
133,730.0
134,792.0
135,801.0
136,814.0
137,766.0
138,793.0
139,806.0
140,746.0
141,813.0
142,706.0
143,775.0
144,797.0
145,763.0
146,752.0
147,722.0
148,791.0
149,719.0
150,702.0
151,694.0
152,801.0
153,758.0
154,726.0
155,696.0
156,802.0
157,782.0
158,784.0
159,813.0
160,664.0
161,778.0
162,784.0
163,731.0
164,802.0
165,788.0
166,665.0
167,757.0
168,708.0
169,728.0
170,750.0
171,738.0
172,719.0
173,796.0
174,775.0
175,737.0
176,796.0
177,700.0
178,807.0
179,803.0
180,767.0
181,624.0
182,782.0
183,774.0
184,800.0
185,746.0
186,675.0
187,655.0
188,679.0
189,694.0
190,662.0
191,809.0
192,740.0
193,733.0
194,661.0
195,785.0
196,767.0
197,768.0
198,734.0
199,727.0
