0,95
1,61
2,95
3,90
4,69
5,80
6,95
7,85
8,95
9,35
10,95
11,78
12,95
13,80
14,53
15,30
16,95
17,63
18,70
19,57
20,75
21,90
22,95
23,32
24,38
25,56
26,90
27,95
28,27
29,78
30,72
31,80
32,73
33,80
34,37
35,90
36,66
37,75
38,75
39,90
40,24
41,78
42,72
43,90
44,75
45,70
46,95
47,43
48,95
49,97
50,95
51,84
52,70
53,74
54,83
55,74
56,82
57,89
58,80
59,80
60,70
61,95
62,97
63,48
64,80
65,79
66,85
67,75
68,30
69,74
70,95
71,95
72,75
73,80
74,90
75,80
76,95
77,78
78,49
79,72
80,90
81,80
82,80
83,72
84,80
85,97
86,90
87,97
88,97
89,75
90,95
91,38
92,80
93,97
94,80
95,95
96,41
97,85
98,80
99,94
100,63
101,64
102,77
103,95
104,33
105,95
106,80
107,60
108,85
109,97
110,80
111,90
112,45
113,75
114,31
115,24
116,95
117,75
118,75
119,67
120,80
121,64
122,77
123,93
124,73
125,95
126,80
127,80
128,75
129,54
130,90
131,68
132,90
133,52
134,64
135,69
136,40
137,80
138,72
139,80
140,97
141,61
142,80
143,95
144,78
145,64
146,46
147,97
148,95
149,16
150,82
151,72
152,87
153,97
154,97
155,42
156,60
157,90
158,79
159,80
160,80
161,80
162,80
163,80
164,29
165,55
166,60
167,97
168,90
169,80
170,37
171,95
172,90
173,35
174,73
175,95
176,80
177,88
178,80
179,80
180,80
181,80
182,54
183,83
184,80
185,80
186,65
187,95
188,56
189,67
190,66
191,75
192,80
193,95
194,49
195,45
196,80
197,77
198,80
199,75
200,80
201,97
202,63
203,68
204,80
205,47
206,85
207,80
208,80
209,95
210,50
211,80
212,75
213,80
214,29
215,57
216,54
217,80
218,80
219,92
220,75
221,88
222,80
223,79
224,69
225,95
226,75
227,90
228,46
229,34
230,95
231,80
232,50
233,71
234,80
235,63
236,74
237,75
238,95
239,85
240,80
241,95
242,69
243,61
244,30
245,97
246,44
247,80
248,55
249,22
250,95
251,70
252,80
253,80
254,80
255,75
256,95
257,80
258,52
259,80
260,80
261,95
262,95
263,34
264,73
265,79
266,37
267,80
268,92
269,80
270,95
271,69
272,80
273,29
274,69
275,80
276,53
277,76
278,54
279,80
280,78
281,59
282,97
283,80
284,45
285,50
286,60
287,80
288,80
289,75
290,90
291,90
292,80
293,60
294,80
295,97
296,54
297,97
298,52
299,83
300,80
301,73
302,70
303,95
304,63
305,95
306,80
307,80
308,85
309,74
310,53
311,66
312,97
313,80
314,66
315,80
316,90
317,49
318,89
319,52
320,78
321,80
322,92
323,48
324,80
325,75
326,94
327,64
328,75
329,80
330,95
331,80
332,75
333,64
334,66
335,95
336,95
337,80
338,19
339,80
340,52
341,97
342,90
343,23
344,80
345,80
346,80
347,70
348,95
349,90
350,80
351,95
352,80
353,73
354,95
355,65
356,90
357,84
358,80
359,95
360,48
361,78
362,60
363,80
364,95
365,54
366,95
367,75
368,84
369,72
370,95
371,60
372,63
373,75
374,45
375,95
376,97
377,85
378,80
379,60
380,56
381,80
382,75
383,75
384,80
385,80
386,82
387,80
388,80
389,61
390,65
391,95
392,95
393,50
394,56
395,81
396,73
397,62
398,90
399,80
400,70
401,80
402,80
403,95
404,80
405,63
406,64
407,70
408,95
409,80
410,55
411,46
412,54
413,50
414,80
415,78
416,95
417,95
418,97
419,80
420,38
421,31
422,75
423,58
424,69
425,52
426,46
427,80
428,78
429,85
430,90
431,40
432,75
433,50
434,39
435,80
436,95
437,80
438,66
439,80
440,90
441,49
442,80
443,34
444,60
445,75
446,80
447,47
448,69
449,79
450,95
451,95
452,97
453,60
454,95
455,80
456,59
457,60
458,75
459,95
460,90
461,68
462,75
463,85
464,75
465,80
466,80
467,69
468,58
469,70
470,97
471,90
472,26
473,90
474,60
475,26
476,80
477,70
478,62
479,95
480,89
481,90
482,79
483,80
484,59
485,80
486,80
487,80
488,68
489,90
490,50
491,80
492,70
493,65
494,49
495,97
496,80
497,95
498,80
499,31
500,59
501,80
502,40
503,67
504,53
505,49
506,67
507,69
508,79
509,65
510,34
511,53
512,80
513,85
514,58
515,90
516,95
517,95
518,89
519,47
520,77
521,66
522,32
523,90
524,80
525,55
526,71
527,54
528,70
529,90
530,90
531,73
532,95
533,95
534,80
535,86
536,60
537,85
538,95
539,80
540,95
541,95
542,80
543,95
544,80
545,41
546,75
547,75
548,54
549,95
550,79
551,63
552,13
553,70
554,58
555,64
556,72
557,76
558,40
559,74
560,75
561,80
562,59
563,70
564,84
565,70
566,80
567,75
568,64
569,93
570,80
571,65
572,90
573,95
574,69
575,26
576,74
577,80
578,63
579,69
580,35
581,95
582,36
583,75
584,69
585,80
586,65
587,80
588,62
589,70
590,80
591,70
592,75
593,80
594,75
595,80
596,90
597,97
598,75
599,80
600,80
601,66
602,82
603,97
604,77
605,97
606,80
607,68
608,70
609,54
610,95
611,97
612,78
613,65
614,79
615,59
616,64
617,75
618,45
619,90
620,97
621,97
622,80
623,50
624,75
625,74
626,70
627,60
628,40
629,80
630,97
631,42
632,50
633,80
634,97
635,68
636,95
637,76
638,91
639,54
640,74
641,93
642,95
643,80
644,80
645,60
646,40
647,59
648,75
649,88
650,77
651,95
652,95
653,80
654,95
655,95
656,60
657,95
658,75
659,53
660,57
661,97
662,67
663,80
664,90
665,80
666,80
667,80
668,95
669,67
670,70
671,80
672,88
673,73
674,80
675,65
676,75
677,80
678,80
679,69
680,50
681,70
682,80
683,95
684,70
685,77
686,87
687,80
688,60
689,84
690,95
691,66
692,80
693,80
694,84
695,80
696,90
697,94
698,62
699,62
700,95
701,48
702,95
703,41
704,80
705,55
706,80
707,57
708,80
709,73
710,95
711,97
712,90
713,90
714,85
715,80
716,78
717,55
718,37
719,80
720,80
721,95
722,94
723,97
724,85
725,97
726,30
727,95
728,95
729,48
730,75
731,80
732,70
733,95
734,77
735,90
736,33
737,97
738,70
739,80
740,85
741,80
742,80
743,36
744,95
745,78
746,75
747,80
748,90
749,40
750,41
751,59
752,57
753,68
754,20
755,95
756,95
757,80
758,75
759,73
760,80
761,95
762,80
763,55
764,95
765,80
766,97
767,65
768,54
769,95
770,79
771,23
772,80
773,58
774,60
775,80
776,80
777,60
778,75
779,60
780,80
781,90
782,84
783,95
784,95
785,80
786,97
787,61
788,39
789,80
790,90
791,69
792,80
793,32
794,80
795,80
796,80
797,60
798,80
799,80
800,95
801,80
802,95
803,93
804,63
805,46
806,80
807,44
808,80
809,84
810,94
811,49
812,80
813,80
814,90
815,80
816,85
817,95
818,80
819,76
820,95
821,95
822,74
823,80
824,80
825,90
826,56
827,75
828,80
829,95
830,70
831,51
832,80
833,90
834,40
835,95
836,80
837,80
838,58
839,80
840,80
841,68
842,90
843,66
844,46
845,75
846,70
847,80
848,94
849,95
850,80
851,95
852,97
853,97
854,72
855,80
856,95
857,71
858,95
859,71
860,80
861,34
862,95
863,95
864,80
865,48
866,57
867,65
868,80
869,80
870,95
871,90
872,80
873,80
874,71
875,58
876,67
877,72
878,12
879,54
880,89
881,33
882,95
883,72
884,69
885,80
886,53
887,55
888,65
889,61
890,97
891,95
892,90
893,75
894,80
895,95
896,78
897,90
898,97
899,55
900,91
901,44
902,51
903,30
904,92
905,56
906,79
907,80
908,80
909,61
910,80
911,80
912,73
913,78
914,95
915,75
916,79
917,34
918,95
919,80
920,90
921,52
922,44
923,92
924,80
925,80
926,80
927,84
928,59
929,95
930,95
931,95
932,97
933,67
934,71
935,80
936,80
937,67
938,95
939,75
940,46
941,82
942,56
943,15
944,94
945,80
946,59
947,80
948,95
949,53
950,80
951,63
952,68
953,80
954,80
955,88
956,80
957,73
958,73
959,33
960,97
961,90
962,95
963,80
964,66
965,80
966,80
967,95
968,80
969,85
970,80
971,80
972,80
973,57
974,97
975,66
976,70
977,95
978,80
979,75
980,75
981,75
982,50
983,78
984,70
985,80
986,80
987,80
988,92
989,36
990,97
991,42
992,60
993,32
994,80
995,90
996,80
997,75
998,62
999,80
